,EthnicGroup,ParentEduc,TestPrep,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,WklyStudyHours,MathScore,ReadingScore,WritingScore,Gender_female,Gender_male,LunchType_free/reduced,LunchType_standard
5422,2,0,1,1,2,0,3.0,1,0,82,76,75,0.0,1.0,0.0,1.0
5423,4,5,0,1,1,1,1.0,2,0,87,93,97,1.0,0.0,0.0,1.0
5424,1,6,0,1,0,1,2.0,1,1,39,56,61,1.0,0.0,1.0,0.0
5425,2,2,1,1,2,1,3.0,1,1,68,55,54,0.0,1.0,1.0,0.0
5426,2,0,0,2,0,0,1.0,2,0,51,70,68,1.0,0.0,0.0,1.0
5427,2,3,0,3,2,1,2.0,0,0,65,80,84,1.0,0.0,0.0,1.0
5428,4,6,0,1,2,1,0.0,1,0,95,79,83,0.0,1.0,0.0,1.0
5429,0,0,1,1,0,1,1.0,1,0,54,68,64,1.0,0.0,0.0,1.0
5430,2,6,1,1,2,1,2.0,1,0,52,48,41,0.0,1.0,1.0,0.0
5431,4,0,1,0,2,0,1.0,1,0,79,64,64,0.0,1.0,1.0,0.0
5432,3,5,1,1,2,0,4.0,0,2,71,68,64,0.0,1.0,0.0,1.0
5433,2,1,1,1,1,0,4.0,1,0,58,63,68,1.0,0.0,0.0,1.0
5434,4,5,1,1,1,1,4.0,1,1,77,82,75,1.0,0.0,0.0,1.0
5435,0,2,1,2,1,1,4.0,2,2,49,55,50,1.0,0.0,0.0,1.0
5436,3,5,0,1,2,1,1.0,2,0,49,63,64,1.0,0.0,1.0,0.0
5437,3,5,0,1,1,1,3.0,0,0,84,69,79,0.0,1.0,0.0,1.0
5438,2,6,0,2,0,0,3.0,1,1,62,77,76,1.0,0.0,0.0,1.0
5439,4,5,1,2,0,1,3.0,1,0,87,81,73,0.0,1.0,0.0,1.0
5440,4,0,0,1,2,1,0.0,0,0,83,72,67,0.0,1.0,0.0,1.0
5441,4,2,1,2,0,1,1.0,2,2,73,64,57,0.0,1.0,1.0,0.0
5442,3,4,0,2,2,0,2.0,0,2,53,65,75,1.0,0.0,1.0,0.0
5443,0,1,1,0,2,1,1.0,0,1,62,55,66,1.0,0.0,0.0,1.0
5444,2,2,0,1,1,1,2.0,0,1,74,72,71,0.0,1.0,0.0,1.0
5445,1,5,1,1,2,1,1.0,2,0,59,53,53,0.0,1.0,0.0,1.0
5446,0,0,1,0,2,0,3.0,0,0,72,70,72,1.0,0.0,0.0,1.0
5447,2,2,1,1,1,0,1.0,2,2,62,66,62,1.0,0.0,1.0,0.0
5448,3,4,1,1,1,0,2.0,0,1,70,89,88,1.0,0.0,1.0,0.0
5449,2,1,1,1,0,1,0.0,1,2,45,42,36,0.0,1.0,1.0,0.0
5450,1,1,1,1,2,1,4.0,1,0,69,68,71,1.0,0.0,0.0,1.0
5451,1,5,0,1,2,0,4.0,1,0,85,87,92,1.0,0.0,0.0,1.0
5452,3,2,0,0,2,0,2.0,1,0,62,78,77,1.0,0.0,1.0,0.0
5453,3,6,1,2,2,0,4.0,1,0,68,78,73,1.0,0.0,0.0,1.0
5454,1,5,1,2,2,1,3.0,0,0,63,58,55,0.0,1.0,0.0,1.0
5455,2,5,0,2,2,0,3.0,0,0,88,89,96,1.0,0.0,0.0,1.0
5456,3,2,0,1,2,0,2.0,1,1,34,49,52,1.0,0.0,1.0,0.0
5457,2,0,1,2,2,1,3.0,1,1,70,85,86,1.0,0.0,1.0,0.0
5458,0,3,0,1,2,1,4.0,0,0,50,63,61,0.0,1.0,1.0,0.0
5459,1,2,1,2,1,1,3.0,1,0,66,66,61,0.0,1.0,1.0,0.0
5460,1,6,1,2,2,1,2.0,1,0,50,52,49,0.0,1.0,1.0,0.0
5461,4,6,1,1,0,0,1.0,0,2,56,66,67,1.0,0.0,1.0,0.0
5462,4,5,1,0,1,1,2.0,1,0,86,69,68,0.0,1.0,0.0,1.0
5463,3,0,0,1,2,0,4.0,1,2,66,62,67,0.0,1.0,1.0,0.0
5464,3,6,1,1,1,0,3.0,0,0,65,63,61,0.0,1.0,0.0,1.0
5465,2,2,1,1,2,0,4.0,0,0,50,46,39,0.0,1.0,1.0,0.0
5466,2,6,1,0,2,1,1.0,0,0,87,80,76,0.0,1.0,0.0,1.0
5467,2,4,0,2,2,1,2.0,0,1,56,78,75,1.0,0.0,1.0,0.0
5468,0,2,1,3,2,0,3.0,2,0,33,52,48,1.0,0.0,1.0,0.0
5469,1,5,1,1,1,0,3.0,0,1,79,90,91,1.0,0.0,0.0,1.0
5470,3,6,0,0,2,1,1.0,1,1,69,71,70,0.0,1.0,1.0,0.0
5471,1,5,1,0,2,0,4.0,0,2,55,49,41,0.0,1.0,0.0,1.0
5472,3,4,0,1,1,1,1.0,1,1,67,59,67,0.0,1.0,0.0,1.0
5473,2,6,1,1,2,1,2.0,2,0,61,59,63,1.0,0.0,0.0,1.0
5474,2,2,1,1,2,1,3.0,0,0,26,39,34,1.0,0.0,1.0,0.0
5475,3,0,0,1,2,1,3.0,0,2,78,84,85,1.0,0.0,0.0,1.0
5476,3,3,1,1,2,1,2.0,1,0,71,68,72,0.0,1.0,1.0,0.0
5477,3,0,1,0,1,1,1.0,2,0,87,70,74,0.0,1.0,0.0,1.0
5478,1,2,0,1,0,0,1.0,0,1,59,70,77,1.0,0.0,0.0,1.0
5479,2,1,0,2,2,1,2.0,1,2,48,60,67,1.0,0.0,0.0,1.0
5480,1,2,1,0,2,1,4.0,0,0,77,63,59,0.0,1.0,0.0,1.0
5481,4,5,1,1,1,1,2.0,1,0,90,83,80,0.0,1.0,0.0,1.0
5482,2,3,1,1,2,1,6.0,0,0,69,65,62,0.0,1.0,1.0,0.0
5483,3,1,0,2,1,1,4.0,1,0,96,99,100,0.0,1.0,0.0,1.0
5484,2,2,0,1,2,0,2.0,1,0,74,73,64,0.0,1.0,0.0,1.0
5485,1,5,1,1,1,1,1.0,1,0,70,68,67,0.0,1.0,0.0,1.0
5486,3,1,0,2,2,1,6.0,1,1,70,64,69,0.0,1.0,0.0,1.0
5487,2,4,0,1,2,1,1.0,0,2,71,71,74,0.0,1.0,0.0,1.0
5488,4,0,0,3,0,0,1.0,1,0,66,93,94,1.0,0.0,1.0,0.0
5489,4,6,1,3,1,0,2.0,1,1,97,88,83,0.0,1.0,0.0,1.0
5490,4,6,0,1,1,1,2.0,1,2,43,48,43,0.0,1.0,1.0,0.0
5491,3,6,1,1,2,1,0.0,0,0,63,70,73,1.0,0.0,0.0,1.0
5492,2,2,1,2,1,1,2.0,0,0,49,57,63,1.0,0.0,1.0,0.0
5493,1,6,0,1,2,1,1.0,2,0,71,80,75,0.0,1.0,0.0,1.0
5494,2,2,0,1,2,0,5.0,1,2,48,54,52,1.0,0.0,0.0,1.0
5495,0,4,0,3,0,1,1.0,1,0,70,79,78,1.0,0.0,0.0,1.0
5496,3,0,1,2,2,1,1.0,0,0,51,65,58,1.0,0.0,1.0,0.0
5497,2,0,1,1,2,0,2.0,2,1,66,74,73,1.0,0.0,0.0,1.0
5498,1,2,1,1,1,1,2.0,1,0,64,62,56,0.0,1.0,1.0,0.0
5499,2,2,0,2,2,1,2.0,2,0,91,76,75,0.0,1.0,0.0,1.0
5500,3,2,1,2,1,1,3.0,1,1,71,63,67,0.0,1.0,0.0,1.0
5501,2,6,1,1,0,1,5.0,1,0,65,65,59,0.0,1.0,0.0,1.0
5502,1,1,0,2,1,1,2.0,1,1,74,76,73,0.0,1.0,1.0,0.0
5503,4,6,1,2,1,1,0.0,2,0,82,74,71,0.0,1.0,0.0,1.0
5504,3,0,1,1,0,0,1.0,1,0,27,36,38,1.0,0.0,1.0,0.0
5505,1,1,1,1,0,1,1.0,1,2,61,60,55,0.0,1.0,0.0,1.0
5506,1,0,1,1,1,1,0.0,0,1,66,75,76,1.0,0.0,0.0,1.0
5507,3,6,1,2,2,0,4.0,1,0,89,78,74,0.0,1.0,0.0,1.0
5508,3,5,1,1,2,0,1.0,1,0,81,93,93,1.0,0.0,0.0,1.0
5509,3,5,1,1,2,1,0.0,0,0,57,54,52,0.0,1.0,0.0,1.0
5510,2,2,1,1,1,1,3.0,1,1,72,73,73,0.0,1.0,0.0,1.0
5511,3,4,0,1,2,0,2.0,1,0,67,90,89,1.0,0.0,1.0,0.0
5512,2,2,1,0,1,0,1.0,1,0,63,62,58,0.0,1.0,0.0,1.0
5513,2,5,1,2,1,1,2.0,0,0,54,69,60,1.0,0.0,0.0,1.0
5514,2,5,1,1,1,1,1.0,1,0,56,74,70,1.0,0.0,0.0,1.0
5515,1,0,1,1,1,1,1.0,1,0,37,53,51,1.0,0.0,1.0,0.0
5516,1,0,1,2,2,0,1.0,0,0,61,61,65,1.0,0.0,1.0,0.0
5517,2,5,1,1,2,1,4.0,1,0,63,67,52,0.0,1.0,0.0,1.0
5518,0,4,0,1,1,1,2.0,0,0,62,57,56,0.0,1.0,1.0,0.0
5519,3,5,0,2,1,1,2.0,1,0,96,100,100,1.0,0.0,0.0,1.0
5520,2,6,0,2,1,1,2.0,0,0,59,65,74,1.0,0.0,0.0,1.0
5521,1,2,1,1,1,1,0.0,1,0,48,59,61,1.0,0.0,0.0,1.0
5522,1,5,1,2,1,1,4.0,0,0,93,85,87,0.0,1.0,0.0,1.0
5523,2,0,1,0,1,1,3.0,0,0,60,68,61,1.0,0.0,1.0,0.0
5524,0,1,0,1,2,0,3.0,0,0,58,70,68,1.0,0.0,1.0,0.0
5525,4,1,1,3,0,0,2.0,1,0,89,95,93,1.0,0.0,0.0,1.0
5526,1,6,1,1,2,1,3.0,1,0,43,39,40,0.0,1.0,0.0,1.0
5527,0,0,0,2,1,0,2.0,1,0,62,75,75,1.0,0.0,1.0,0.0
5528,1,2,0,1,0,1,0.0,1,1,65,74,74,1.0,0.0,0.0,1.0
5529,1,0,1,2,1,1,2.0,1,2,39,44,43,1.0,0.0,1.0,0.0
5530,2,0,1,0,2,1,3.0,1,0,41,53,52,1.0,0.0,1.0,0.0
5531,2,3,0,1,2,1,1.0,0,0,55,62,57,0.0,1.0,1.0,0.0
5532,2,6,1,1,1,1,1.0,2,1,66,78,62,0.0,1.0,1.0,0.0
5533,3,6,0,0,2,1,2.0,0,0,43,58,64,1.0,0.0,0.0,1.0
5534,2,5,1,2,0,1,1.0,0,0,71,86,79,1.0,0.0,1.0,0.0
5535,3,2,1,1,2,1,2.0,1,1,71,82,79,1.0,0.0,1.0,0.0
5536,1,2,1,1,2,1,1.0,1,2,77,77,77,1.0,0.0,0.0,1.0
5537,4,5,1,0,2,1,0.0,0,0,82,75,69,0.0,1.0,0.0,1.0
5538,4,1,1,1,2,0,4.0,0,0,63,71,70,1.0,0.0,1.0,0.0
5539,4,0,1,2,2,1,2.0,0,0,57,61,56,1.0,0.0,1.0,0.0
5540,1,5,1,1,2,1,1.0,0,2,29,36,30,0.0,1.0,1.0,0.0
5541,4,6,1,1,2,1,3.0,1,0,79,73,68,0.0,1.0,0.0,1.0
5542,2,4,1,1,0,1,2.0,1,0,67,62,54,0.0,1.0,0.0,1.0
5543,3,2,1,1,2,0,3.0,1,0,50,54,53,1.0,0.0,0.0,1.0
5544,0,6,1,1,1,1,1.0,1,0,69,61,55,0.0,1.0,0.0,1.0
5545,2,5,1,2,0,0,2.0,0,2,82,90,86,1.0,0.0,0.0,1.0
5546,2,3,1,1,2,1,1.0,2,2,70,89,92,1.0,0.0,1.0,0.0
5547,0,5,0,2,1,1,1.0,0,0,54,64,59,0.0,1.0,1.0,0.0
5548,4,0,1,0,0,0,4.0,1,0,71,78,67,0.0,1.0,1.0,0.0
5549,2,0,1,1,1,1,2.0,1,0,31,35,38,1.0,0.0,0.0,1.0
5550,2,2,1,1,2,0,2.0,1,1,50,60,55,1.0,0.0,0.0,1.0
5551,1,2,0,1,1,1,2.0,1,1,61,61,57,0.0,1.0,0.0,1.0
5552,2,2,0,1,2,0,3.0,1,0,49,58,54,1.0,0.0,0.0,1.0
5553,3,2,0,0,1,1,2.0,0,0,73,69,80,1.0,0.0,1.0,0.0
5554,3,5,1,1,2,0,1.0,1,0,49,71,67,1.0,0.0,1.0,0.0
5555,2,0,0,2,2,1,1.0,1,0,86,89,83,1.0,0.0,0.0,1.0
5556,2,5,1,0,2,1,2.0,2,2,66,68,71,1.0,0.0,0.0,1.0
5557,3,0,1,1,2,1,2.0,0,0,67,64,60,0.0,1.0,0.0,1.0
5558,0,6,0,1,2,0,2.0,0,0,93,91,89,0.0,1.0,0.0,1.0
5559,1,0,1,1,2,1,4.0,1,2,58,63,58,1.0,0.0,1.0,0.0
5560,4,3,1,1,1,0,1.0,1,0,86,82,90,1.0,0.0,0.0,1.0
5561,1,6,1,1,2,1,2.0,0,1,74,80,74,1.0,0.0,0.0,1.0
5562,1,2,0,1,0,1,0.0,0,0,45,46,51,0.0,1.0,1.0,0.0
5563,3,2,1,1,0,0,3.0,1,0,75,69,70,0.0,1.0,0.0,1.0
5564,1,1,0,2,0,1,2.0,1,1,55,66,63,0.0,1.0,0.0,1.0
5565,1,0,1,1,2,1,4.0,1,0,81,86,82,1.0,0.0,0.0,1.0
5566,4,0,1,1,2,1,3.0,1,1,66,83,77,1.0,0.0,1.0,0.0
5567,2,5,1,0,2,1,1.0,0,0,60,64,63,1.0,0.0,0.0,1.0
5568,3,1,1,1,2,0,3.0,0,1,82,78,78,0.0,1.0,0.0,1.0
5569,2,1,1,2,1,1,3.0,1,1,80,75,81,1.0,0.0,0.0,1.0
5570,1,5,1,0,2,1,0.0,0,1,71,87,78,1.0,0.0,0.0,1.0
5571,1,0,1,1,1,1,3.0,0,0,74,75,77,0.0,1.0,0.0,1.0
5572,1,6,1,1,2,1,2.0,1,2,53,53,48,1.0,0.0,0.0,1.0
5573,3,0,1,1,2,1,1.0,2,0,86,73,81,0.0,1.0,0.0,1.0
5574,3,6,1,1,1,1,3.0,0,2,81,64,65,0.0,1.0,0.0,1.0
5575,3,6,0,0,2,1,0.0,0,0,54,71,77,1.0,0.0,0.0,1.0
5576,3,5,1,1,1,1,1.0,1,0,80,83,93,1.0,0.0,0.0,1.0
5577,3,2,1,1,2,1,1.0,1,0,69,57,57,0.0,1.0,0.0,1.0
5578,2,2,1,1,1,0,4.0,1,0,77,74,68,0.0,1.0,0.0,1.0
5579,2,1,1,0,2,1,2.0,1,0,77,94,92,1.0,0.0,0.0,1.0
5580,2,5,1,2,2,1,4.0,1,0,77,74,79,0.0,1.0,0.0,1.0
5581,1,6,1,2,2,1,2.0,1,1,78,68,69,0.0,1.0,0.0,1.0
5582,3,1,1,1,1,1,2.0,1,2,78,84,84,1.0,0.0,0.0,1.0
5583,2,5,1,0,2,1,3.0,1,2,53,48,46,0.0,1.0,1.0,0.0
5584,4,1,0,0,2,1,1.0,1,1,81,85,88,1.0,0.0,0.0,1.0
5585,2,3,1,1,1,1,1.0,1,1,91,75,78,0.0,1.0,0.0,1.0
5586,4,6,1,0,1,0,2.0,0,0,71,75,68,1.0,0.0,0.0,1.0
5587,2,0,0,1,1,1,1.0,1,0,53,55,51,0.0,1.0,1.0,0.0
5588,3,1,0,1,1,1,4.0,0,1,54,66,74,1.0,0.0,0.0,1.0
5589,2,5,1,1,2,0,3.0,1,1,48,61,61,1.0,0.0,0.0,1.0
5590,2,0,1,1,2,1,1.0,0,2,69,57,58,0.0,1.0,0.0,1.0
5591,4,0,0,2,0,1,1.0,1,0,86,76,71,0.0,1.0,0.0,1.0
5592,2,1,0,2,1,0,2.0,1,0,76,84,86,0.0,1.0,0.0,1.0
5593,4,6,1,1,1,1,4.0,0,2,68,78,75,1.0,0.0,0.0,1.0
5594,2,5,0,3,2,1,2.0,1,0,31,42,47,1.0,0.0,1.0,0.0
5595,3,5,0,2,2,0,4.0,1,0,70,72,79,0.0,1.0,0.0,1.0
5596,0,2,1,0,2,0,2.0,1,0,47,40,39,1.0,0.0,0.0,1.0
5597,3,3,0,1,1,1,1.0,1,0,56,54,63,0.0,1.0,1.0,0.0
5598,4,5,1,1,1,0,2.0,1,0,63,59,54,0.0,1.0,1.0,0.0
5599,3,0,1,2,2,1,2.0,1,1,60,48,43,0.0,1.0,0.0,1.0
5600,2,5,1,1,1,1,2.0,0,0,54,74,64,1.0,0.0,0.0,1.0
5601,2,6,1,1,1,1,1.0,2,0,72,82,80,1.0,0.0,0.0,1.0
5602,0,0,1,2,1,1,1.0,1,0,80,81,74,0.0,1.0,0.0,1.0
5603,2,6,1,1,2,1,4.0,0,2,77,72,67,0.0,1.0,0.0,1.0
5604,3,0,1,1,0,1,2.0,1,1,66,57,61,0.0,1.0,0.0,1.0
5605,0,2,1,1,2,1,2.0,2,1,77,75,75,1.0,0.0,0.0,1.0
5606,4,1,0,1,2,0,2.0,0,0,81,78,86,1.0,0.0,1.0,0.0
5607,1,5,0,1,1,0,1.0,1,0,64,73,71,1.0,0.0,0.0,1.0
5608,3,1,1,1,2,1,4.0,1,2,100,100,100,0.0,1.0,0.0,1.0
5609,4,2,1,3,2,1,2.0,0,0,70,64,57,0.0,1.0,0.0,1.0
5610,2,2,0,2,1,1,4.0,1,0,57,63,67,1.0,0.0,1.0,0.0
5611,3,6,0,2,2,1,1.0,2,2,95,89,88,0.0,1.0,0.0,1.0
5612,2,5,1,0,2,0,3.0,1,0,73,81,78,1.0,0.0,0.0,1.0
5613,2,1,1,1,2,1,0.0,0,1,59,85,77,1.0,0.0,1.0,0.0
5614,1,1,1,1,1,1,3.0,1,0,57,60,60,1.0,0.0,1.0,0.0
5615,3,2,1,1,2,0,3.0,0,0,65,67,59,0.0,1.0,1.0,0.0
5616,0,5,1,1,1,0,1.0,0,0,71,59,59,0.0,1.0,0.0,1.0
5617,4,5,0,2,0,1,2.0,1,1,72,83,84,1.0,0.0,0.0,1.0
5618,2,1,0,1,1,1,0.0,0,1,62,62,57,0.0,1.0,1.0,0.0
5619,3,0,1,1,2,1,2.0,0,0,59,47,47,0.0,1.0,1.0,0.0
5620,2,6,1,2,1,0,1.0,1,1,61,67,68,1.0,0.0,0.0,1.0
5621,2,2,1,0,1,1,4.0,0,1,51,64,63,1.0,0.0,0.0,1.0
5622,2,1,1,1,2,1,3.0,1,0,51,68,63,1.0,0.0,1.0,0.0
5623,2,5,0,2,0,1,3.0,1,1,50,66,67,1.0,0.0,0.0,1.0
5624,3,6,1,1,0,1,3.0,0,0,57,46,53,0.0,1.0,0.0,1.0
5625,3,2,1,0,1,1,2.0,1,0,74,78,84,1.0,0.0,1.0,0.0
5626,1,2,0,1,2,1,2.0,1,1,58,72,70,1.0,0.0,0.0,1.0
5627,4,2,1,1,2,1,1.0,1,1,56,49,41,0.0,1.0,1.0,0.0
5628,1,2,1,1,2,0,4.0,1,2,49,46,45,1.0,0.0,0.0,1.0
5629,2,6,0,1,1,1,5.0,0,1,49,63,61,1.0,0.0,1.0,0.0
5630,2,0,0,1,0,0,1.0,1,0,32,38,35,0.0,1.0,1.0,0.0
5631,2,6,0,1,1,1,5.0,0,0,83,99,98,1.0,0.0,0.0,1.0
5632,2,2,1,1,1,0,7.0,0,1,64,73,75,1.0,0.0,0.0,1.0
5633,3,2,0,1,1,1,0.0,2,1,73,86,82,1.0,0.0,1.0,0.0
5634,3,0,1,0,1,1,2.0,0,0,58,64,60,0.0,1.0,0.0,1.0
5635,2,5,1,2,2,0,2.0,1,0,57,59,66,1.0,0.0,0.0,1.0
5636,4,6,0,1,2,1,0.0,0,0,62,78,77,1.0,0.0,0.0,1.0
5637,1,0,1,1,1,0,2.0,1,0,60,58,63,0.0,1.0,1.0,0.0
5638,3,6,1,0,2,1,3.0,2,2,76,73,80,1.0,0.0,0.0,1.0
5639,2,2,0,2,2,1,2.0,0,0,60,72,73,1.0,0.0,0.0,1.0
5640,2,5,1,1,2,1,2.0,1,0,51,55,49,1.0,0.0,1.0,0.0
5641,3,3,0,1,1,1,2.0,0,0,79,81,90,1.0,0.0,0.0,1.0
5642,2,5,0,1,2,1,4.0,0,1,45,54,57,1.0,0.0,1.0,0.0
5643,1,5,1,1,2,0,5.0,0,1,67,79,80,1.0,0.0,1.0,0.0
5644,3,2,1,0,1,1,2.0,2,0,50,55,54,0.0,1.0,1.0,0.0
5645,4,2,1,1,1,0,1.0,1,0,42,58,48,1.0,0.0,1.0,0.0
5646,4,0,0,1,2,0,3.0,0,0,88,75,82,0.0,1.0,0.0,1.0
5647,1,2,1,0,0,1,1.0,1,1,47,43,42,0.0,1.0,0.0,1.0
5648,2,4,1,2,1,1,2.0,1,2,70,66,62,0.0,1.0,0.0,1.0
5649,4,1,0,1,2,1,5.0,1,0,76,78,86,1.0,0.0,0.0,1.0
5650,2,2,1,1,2,1,2.0,0,0,68,59,60,0.0,1.0,0.0,1.0
5651,2,5,1,1,0,0,3.0,1,0,96,84,83,0.0,1.0,0.0,1.0
5652,2,2,1,1,1,1,2.0,0,0,66,73,71,0.0,1.0,0.0,1.0
5653,2,5,1,1,1,1,2.0,0,0,55,73,61,1.0,0.0,1.0,0.0
5654,2,3,1,1,0,0,3.0,0,0,62,77,80,1.0,0.0,1.0,0.0
5655,1,6,1,1,2,1,2.0,1,1,53,52,44,0.0,1.0,1.0,0.0
5656,2,2,0,1,1,1,1.0,1,0,71,74,73,0.0,1.0,0.0,1.0
5657,1,0,1,2,2,1,1.0,1,2,59,50,53,0.0,1.0,0.0,1.0
5658,2,2,0,1,2,0,3.0,1,2,72,57,57,0.0,1.0,0.0,1.0
5659,3,5,0,2,1,1,1.0,1,1,74,67,69,0.0,1.0,0.0,1.0
5660,1,4,1,1,1,1,0.0,1,0,67,65,66,1.0,0.0,0.0,1.0
5661,3,1,1,1,1,0,3.0,0,2,59,76,81,1.0,0.0,1.0,0.0
5662,4,2,0,0,1,0,2.0,1,2,66,76,78,1.0,0.0,0.0,1.0
5663,4,5,1,2,2,0,2.0,1,0,69,55,53,0.0,1.0,0.0,1.0
5664,4,5,0,1,0,1,1.0,0,1,72,64,60,0.0,1.0,1.0,0.0
5665,4,2,1,0,1,0,1.0,2,2,72,56,61,0.0,1.0,0.0,1.0
5666,1,2,0,0,0,1,3.0,1,0,55,58,54,0.0,1.0,0.0,1.0
5667,2,5,1,1,1,1,0.0,0,0,71,77,74,1.0,0.0,0.0,1.0
5668,2,6,1,0,2,1,5.0,1,1,60,51,47,0.0,1.0,0.0,1.0
5669,3,6,1,2,1,0,3.0,2,0,51,71,61,1.0,0.0,1.0,0.0
5670,1,2,0,2,1,1,3.0,0,0,59,60,59,0.0,1.0,0.0,1.0
5671,3,1,0,1,2,0,2.0,1,0,83,77,75,0.0,1.0,0.0,1.0
5672,2,5,0,1,2,1,5.0,1,0,85,97,100,1.0,0.0,0.0,1.0
5673,2,4,1,2,1,1,7.0,0,0,80,78,70,0.0,1.0,0.0,1.0
5674,2,2,1,1,0,1,3.0,1,1,58,65,64,1.0,0.0,0.0,1.0
5675,2,5,1,1,2,1,1.0,0,2,45,52,49,1.0,0.0,0.0,1.0
5676,2,0,0,1,0,1,1.0,0,0,93,92,93,0.0,1.0,0.0,1.0
5677,1,5,0,1,2,1,1.0,0,0,66,82,85,1.0,0.0,1.0,0.0
5678,4,2,0,2,2,1,2.0,0,1,69,86,86,1.0,0.0,0.0,1.0
5679,2,2,1,1,1,1,0.0,0,0,65,54,54,0.0,1.0,0.0,1.0
5680,3,5,1,1,1,0,1.0,1,0,82,75,78,0.0,1.0,0.0,1.0
5681,3,4,1,1,2,1,4.0,1,1,61,71,62,1.0,0.0,0.0,1.0
5682,3,4,0,1,1,1,2.0,0,1,67,64,68,0.0,1.0,0.0,1.0
5683,2,2,0,2,1,1,0.0,1,1,66,81,81,1.0,0.0,1.0,0.0
5684,1,0,1,3,0,1,1.0,1,1,88,70,78,0.0,1.0,0.0,1.0
5685,0,5,1,1,2,1,3.0,1,0,50,52,43,0.0,1.0,0.0,1.0
5686,4,2,1,1,2,0,2.0,1,1,66,65,60,0.0,1.0,0.0,1.0
5687,3,3,1,2,1,1,0.0,1,0,82,97,100,1.0,0.0,0.0,1.0
5688,1,0,0,2,2,0,2.0,0,0,58,55,56,0.0,1.0,0.0,1.0
5689,0,5,1,2,1,1,4.0,2,2,60,67,78,1.0,0.0,0.0,1.0
5690,3,5,0,1,2,1,1.0,1,2,69,68,70,0.0,1.0,1.0,0.0
5691,3,0,1,1,2,1,2.0,1,0,75,66,63,0.0,1.0,0.0,1.0
5692,2,0,0,1,2,1,0.0,1,1,72,80,86,1.0,0.0,0.0,1.0
5693,4,1,0,1,2,1,1.0,1,1,97,98,97,0.0,1.0,0.0,1.0
5694,0,3,0,1,1,1,6.0,2,1,84,90,94,0.0,1.0,0.0,1.0
5695,1,5,1,2,1,1,2.0,1,1,68,74,75,1.0,0.0,0.0,1.0
5696,3,2,1,2,2,1,5.0,2,0,63,59,61,0.0,1.0,0.0,1.0
5697,3,4,1,1,2,1,3.0,1,0,83,93,93,1.0,0.0,0.0,1.0
5698,3,6,1,0,1,0,1.0,2,0,97,83,79,0.0,1.0,0.0,1.0
5699,2,0,0,0,1,1,1.0,0,2,95,100,100,1.0,0.0,0.0,1.0
5700,2,1,1,2,2,1,1.0,0,2,52,60,65,1.0,0.0,0.0,1.0
5701,2,5,1,1,2,1,1.0,1,2,61,74,65,1.0,0.0,1.0,0.0
5702,4,0,1,2,1,1,0.0,2,0,88,83,78,0.0,1.0,1.0,0.0
5703,3,0,1,1,2,1,0.0,2,0,85,76,76,0.0,1.0,1.0,0.0
5704,2,1,1,1,1,0,1.0,0,0,63,60,65,1.0,0.0,0.0,1.0
5705,3,0,0,1,1,1,2.0,0,2,92,93,98,1.0,0.0,0.0,1.0
5706,3,6,1,2,2,0,3.0,1,0,62,57,52,0.0,1.0,0.0,1.0
5707,2,0,0,1,2,1,2.0,1,1,46,63,70,1.0,0.0,1.0,0.0
5708,3,4,0,3,1,1,2.0,1,0,71,93,96,1.0,0.0,0.0,1.0
5709,3,5,0,1,2,1,1.0,1,2,86,72,73,0.0,1.0,0.0,1.0
5710,2,2,0,1,1,1,3.0,1,1,58,66,71,1.0,0.0,0.0,1.0
5711,2,4,1,1,2,1,1.0,0,1,70,63,57,0.0,1.0,0.0,1.0
5712,2,6,1,1,0,0,2.0,1,0,37,41,41,1.0,0.0,1.0,0.0
5713,2,0,0,0,1,1,3.0,1,0,69,61,66,0.0,1.0,0.0,1.0
5714,1,6,0,0,1,1,3.0,1,1,48,67,67,1.0,0.0,1.0,0.0
5715,1,6,0,1,1,0,4.0,1,1,47,54,53,1.0,0.0,1.0,0.0
5716,1,2,1,0,2,1,6.0,2,0,52,62,61,1.0,0.0,1.0,0.0
5717,2,1,1,2,2,0,1.0,0,1,59,61,59,0.0,1.0,1.0,0.0
5718,3,5,1,2,1,0,2.0,0,0,64,80,87,1.0,0.0,0.0,1.0
5719,2,6,1,2,2,0,4.0,1,1,52,42,39,0.0,1.0,1.0,0.0
5720,0,2,1,1,2,1,1.0,1,2,83,90,88,1.0,0.0,0.0,1.0
5721,2,0,1,1,2,1,2.0,1,2,74,73,69,0.0,1.0,0.0,1.0
5722,3,1,1,1,2,1,2.0,0,1,56,57,64,1.0,0.0,1.0,0.0
5723,2,1,1,1,2,0,2.0,1,1,69,73,70,0.0,1.0,0.0,1.0
5724,1,5,1,1,0,1,0.0,0,1,59,66,64,1.0,0.0,0.0,1.0
5725,3,6,1,1,2,0,2.0,0,2,55,49,49,0.0,1.0,0.0,1.0
5726,3,1,0,2,1,1,0.0,0,0,72,90,96,1.0,0.0,0.0,1.0
5727,4,3,0,0,1,0,4.0,0,1,87,96,95,1.0,0.0,0.0,1.0
5728,3,6,0,1,2,1,2.0,2,1,73,84,76,0.0,1.0,1.0,0.0
5729,4,1,0,2,2,0,3.0,1,0,93,81,83,0.0,1.0,0.0,1.0
